Tgl Struk,Qty
2021-11-06,1
2021-11-07,1
2021-11-07,1
2021-11-07,1
2021-11-07,1
2021-11-07,1
2021-11-07,1
2021-11-07,1
2021-11-07,1
2021-11-07,1
2021-11-08,1
2021-11-08,2
2021-11-08,1
2021-11-08,1
2021-11-08,1
2021-11-08,1
2021-11-08,1
2021-11-08,1
2021-11-08,1
2021-11-08,1
2021-11-08,1
2021-11-08,1
2021-11-08,1
2021-11-09,1
2021-11-09,1
2021-11-09,1
2021-11-09,1
2021-11-09,1
2021-11-09,3
2021-11-09,2
2021-11-09,1
2021-11-09,1
2021-11-09,1
2021-11-09,1
2021-11-09,1
2021-11-09,1
2021-11-09,1
2021-11-10,1
2021-11-10,1
2021-11-10,1
2021-11-10,1
2021-11-10,1
2021-11-10,1
2021-11-10,1
2021-11-10,1
2021-11-10,1
2021-11-10,1
2021-11-10,1
2021-11-10,1
2021-11-10,1
2021-11-10,2
2021-11-11,1
2021-11-11,2
2021-11-11,1
2021-11-11,2
2021-11-11,1
2021-11-11,1
2021-11-11,1
2021-11-11,2
2021-11-11,1
2021-11-11,1
2021-11-12,1
2021-11-12,1
2021-11-12,1
2021-11-12,2
2021-11-12,1
2021-11-12,1
2021-11-12,1
2021-11-12,1
2021-11-12,1
2021-11-12,1
2021-11-12,1
2021-11-12,1
2021-11-13,1
2021-11-13,1
2021-11-13,3
2021-11-13,2
2021-11-13,1
2021-11-13,2
2021-11-13,2
2021-11-13,1
2021-11-13,2
2021-11-13,1
2021-11-13,1
2021-11-13,1
2021-11-13,1
2021-11-13,1
2021-11-13,2
2021-11-13,1
2021-11-13,2
2021-11-13,1
2021-11-13,1
2021-11-13,1
2021-11-14,2
2021-11-14,1
2021-11-14,1
2021-11-14,1
2021-11-14,1
2021-11-14,1
2021-11-14,1
2021-11-14,1
2021-11-14,1
2021-11-14,1
2021-11-14,3
2021-11-14,1
2021-11-14,1
2021-11-14,1
2021-11-14,2
2021-11-14,1
2021-11-14,1
2021-11-14,1
2021-11-15,1
2021-11-15,1
2021-11-15,2
2021-11-15,1
2021-11-15,1
2021-11-15,1
2021-11-15,1
2021-11-15,1
2021-11-15,1
2021-11-15,1
2021-11-15,1
2021-11-16,2
2021-11-16,1
2021-11-16,1
2021-11-16,4
2021-11-16,20
2021-11-16,1
2021-11-16,1
2021-11-16,1
2021-11-16,2
2021-11-16,1
2021-11-17,1
2021-11-17,1
2021-11-17,2
2021-11-17,3
2021-11-17,1
2021-11-17,1
2021-11-17,1
2021-11-17,1
2021-11-17,2
2021-11-17,1
2021-11-17,1
2021-11-17,1
2021-11-18,1
2021-11-18,3
2021-11-18,1
2021-11-18,1
2021-11-18,1
2021-11-18,1
2021-11-18,2
2021-11-19,3
2021-11-19,1
2021-11-19,1
2021-11-19,1
2021-11-19,1
2021-11-19,2
2021-11-19,1
2021-11-19,1
2021-11-19,1
2021-11-19,1
2021-11-19,1
2021-11-19,2
2021-11-20,1
2021-11-20,1
2021-11-20,4
2021-11-20,2
2021-11-20,1
2021-11-20,1
2021-11-20,1
2021-11-20,1
2021-11-21,1
2021-11-21,5
2021-11-21,3
2021-11-21,1
2021-11-21,1
2021-11-21,2
2021-11-21,1
2021-11-21,1
2021-11-21,2
2021-11-21,1
2021-11-21,1
2021-11-21,1
2021-11-21,1
2021-11-22,1
2021-11-22,1
2021-11-22,1
2021-11-22,1
2021-11-22,1
2021-11-22,1
2021-11-22,1
2021-11-22,1
2021-11-22,1
2021-11-22,1
2021-11-22,13
2021-11-22,1
2021-11-22,1
2021-11-22,1
2021-11-23,5
2021-11-23,1
2021-11-23,2
2021-11-23,1
2021-11-23,1
2021-11-23,1
2021-11-23,1
2021-11-23,1
2021-11-23,1
2021-11-23,1
2021-11-23,2
2021-11-23,1
2021-11-23,1
2021-11-23,1
2021-11-23,1
2021-11-23,2
2021-11-24,1
2021-11-24,1
2021-11-24,1
2021-11-24,1
2021-11-25,1
2021-11-25,1
2021-11-25,1
2021-11-25,2
2021-11-25,1
2021-11-25,1
2021-11-25,1
2021-11-25,1
2021-11-25,1
2021-11-25,1
2021-11-25,1
2021-11-25,1
2021-11-25,1
2021-11-25,1
2021-11-26,1
2021-11-26,1
2021-11-26,2
2021-11-26,1
2021-11-26,1
2021-11-26,1
2021-11-26,1
2021-11-26,1
2021-11-26,1
2021-11-26,1
2021-11-26,1
2021-11-26,1
2021-11-26,1
2021-11-26,3
2021-11-26,1
2021-11-26,1
2021-11-26,2
2021-11-26,1
2021-11-26,2
2021-11-26,1
2021-11-27,2
2021-11-27,2
2021-11-27,1
2021-11-27,1
2021-11-27,1
2021-11-28,1
2021-11-28,1
2021-11-28,1
2021-11-28,1
2021-11-28,1
2021-11-28,1
2021-11-28,1
2021-11-28,1
2021-11-28,2
2021-11-28,1
2021-11-29,1
2021-11-29,1
2021-11-29,1
2021-11-29,1
2021-11-29,1
2021-11-29,1
2021-11-29,1
2021-11-29,2
2021-11-29,1
2021-11-29,2
2021-11-29,1
2021-11-29,4
2021-11-29,1
2021-11-30,1
2021-11-30,1
2021-11-30,2
2021-11-30,1
2021-11-30,2
2021-11-30,1
2021-11-30,1
2021-11-30,1
2021-11-30,1
2021-11-30,1
2021-11-30,1
2021-11-30,1
2021-11-30,1
2021-11-30,1
