Tgl Struk,Qty
2021-09-26,1
2021-09-26,1
2021-09-26,1
2021-09-26,1
2021-09-26,1
2021-09-26,1
2021-09-26,1
2021-09-26,1
2021-09-26,2
2021-09-26,4
2021-09-26,1
2021-09-26,1
2021-09-26,1
2021-09-26,2
2021-09-26,1
2021-09-26,2
2021-09-26,1
2021-09-26,1
2021-09-27,1
2021-09-27,2
2021-09-27,2
2021-09-27,5
2021-09-27,1
2021-09-27,1
2021-09-27,1
2021-09-27,2
2021-09-27,1
2021-09-27,1
2021-09-27,2
2021-09-27,2
2021-09-27,1
2021-09-28,1
2021-09-28,2
2021-09-28,1
2021-09-28,1
2021-09-28,1
2021-09-28,2
2021-09-28,1
2021-09-28,1
2021-09-28,1
2021-09-28,2
2021-09-28,1
2021-09-28,2
2021-09-28,1
2021-09-28,1
2021-09-28,1
2021-09-28,1
2021-09-28,2
2021-09-28,1
2021-09-28,1
2021-09-28,1
2021-09-29,1
2021-09-29,1
2021-09-29,1
2021-09-29,1
2021-09-29,1
2021-09-29,1
2021-09-29,1
2021-09-29,1
2021-09-29,1
2021-09-29,1
2021-09-29,1
2021-09-29,1
2021-09-29,1
2021-09-29,1
2021-09-29,1
2021-09-29,1
2021-09-29,2
2021-09-30,1
2021-09-30,1
2021-09-30,1
2021-09-30,1
2021-09-30,1
2021-09-30,1
2021-09-30,1
2021-09-30,3
2021-09-30,1
2021-09-30,4
2021-09-30,1
2021-09-30,1
2021-09-30,1
2021-09-30,1
2021-09-30,1
2021-09-30,1
2021-10-01,3
2021-10-01,1
2021-10-01,1
2021-10-01,1
2021-10-01,1
2021-10-01,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,2
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-02,1
2021-10-03,2
2021-10-03,3
2021-10-03,1
2021-10-03,2
2021-10-03,1
2021-10-03,2
2021-10-03,1
2021-10-03,1
2021-10-03,1
2021-10-03,1
2021-10-03,2
2021-10-03,1
2021-10-03,1
2021-10-03,1
2021-10-03,1
2021-10-03,1
2021-10-03,1
2021-10-04,1
2021-10-04,1
2021-10-04,1
2021-10-04,1
2021-10-04,1
2021-10-04,1
2021-10-04,2
2021-10-04,1
2021-10-04,1
2021-10-04,1
2021-10-04,1
2021-10-04,1
2021-10-04,1
2021-10-04,1
2021-10-04,1
2021-10-04,1
2021-10-05,1
2021-10-05,1
2021-10-05,1
2021-10-05,2
2021-10-05,2
2021-10-05,1
2021-10-05,1
2021-10-06,1
2021-10-06,1
2021-10-06,1
2021-10-06,1
2021-10-06,1
2021-10-06,1
2021-10-06,1
2021-10-06,1
2021-10-06,1
2021-10-06,1
2021-10-06,1
2021-10-06,1
2021-10-06,1
2021-10-06,1
2021-10-07,1
2021-10-07,1
2021-10-07,1
2021-10-07,4
2021-10-07,1
2021-10-07,1
2021-10-07,2
2021-10-07,1
2021-10-07,2
2021-10-07,1
2021-10-07,1
2021-10-07,1
2021-10-07,1
2021-10-07,1
2021-10-07,1
2021-10-07,1
2021-10-07,1
2021-10-07,1
2021-10-07,1
2021-10-08,2
2021-10-08,1
2021-10-08,1
2021-10-08,1
2021-10-08,1
2021-10-08,1
2021-10-08,1
2021-10-08,1
2021-10-08,1
2021-10-08,1
2021-10-08,1
2021-10-08,1
2021-10-09,1
2021-10-09,1
2021-10-09,1
2021-10-09,1
2021-10-09,1
2021-10-09,1
2021-10-09,1
2021-10-09,1
2021-10-09,1
2021-10-09,1
2021-10-09,1
2021-10-09,1
2021-10-09,24
2021-10-09,1
2021-10-09,1
2021-10-09,1
2021-10-09,1
2021-10-10,1
2021-10-10,1
2021-10-10,2
2021-10-10,1
2021-10-10,1
2021-10-10,1
2021-10-10,1
2021-10-10,1
2021-10-10,1
2021-10-10,1
2021-10-10,1
2021-10-10,1
2021-10-10,1
2021-10-10,1
2021-10-10,1
2021-10-10,1
2021-10-10,1
2021-10-10,1
2021-10-10,1
2021-10-11,1
2021-10-11,1
2021-10-11,2
2021-10-11,1
2021-10-11,1
2021-10-11,4
2021-10-11,1
2021-10-11,1
2021-10-11,1
2021-10-11,2
2021-10-11,1
2021-10-11,1
2021-10-11,2
2021-10-11,1
2021-10-11,1
2021-10-11,1
2021-10-11,1
2021-10-11,1
2021-10-11,1
2021-10-11,1
2021-10-11,1
2021-10-12,1
2021-10-12,4
2021-10-12,3
2021-10-12,2
2021-10-12,1
2021-10-12,1
2021-10-12,1
2021-10-12,1
2021-10-12,2
2021-10-12,1
2021-10-12,1
2021-10-13,1
2021-10-13,4
2021-10-13,2
2021-10-13,1
2021-10-13,3
2021-10-13,1
2021-10-13,1
2021-10-13,1
2021-10-13,1
2021-10-13,1
2021-10-13,1
2021-10-13,1
2021-10-13,1
2021-10-13,1
2021-10-13,1
2021-10-13,1
2021-10-13,1
2021-10-13,1
2021-10-13,1
2021-10-14,1
2021-10-14,3
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-14,2
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-14,2
2021-10-14,1
2021-10-14,2
2021-10-14,2
2021-10-14,2
2021-10-14,1
2021-10-14,1
2021-10-14,1
2021-10-15,1
2021-10-15,1
2021-10-15,1
2021-10-15,1
2021-10-15,1
2021-10-15,2
2021-10-15,1
2021-10-15,1
2021-10-15,1
2021-10-15,1
2021-10-15,1
2021-10-15,1
2021-10-15,1
2021-10-15,1
2021-10-15,1
2021-10-15,1
2021-10-15,1
2021-10-15,1
2021-10-16,1
2021-10-16,2
2021-10-16,1
2021-10-16,1
2021-10-16,1
2021-10-16,1
2021-10-16,1
2021-10-16,1
2021-10-16,1
2021-10-16,1
2021-10-16,1
2021-10-16,1
2021-10-16,1
2021-10-16,1
2021-10-16,1
2021-10-16,4
2021-10-16,1
2021-10-16,1
2021-10-16,1
2021-10-16,1
2021-10-17,3
2021-10-17,2
2021-10-17,1
2021-10-17,1
2021-10-17,1
2021-10-17,1
2021-10-17,1
2021-10-17,1
2021-10-17,3
2021-10-17,1
2021-10-17,1
2021-10-17,2
2021-10-17,2
2021-10-17,1
2021-10-17,1
2021-10-17,1
2021-10-17,2
2021-10-17,3
2021-10-17,5
2021-10-17,1
2021-10-17,1
2021-10-18,1
2021-10-18,1
2021-10-18,1
2021-10-18,1
2021-10-18,2
2021-10-18,1
2021-10-18,1
2021-10-18,1
2021-10-18,1
2021-10-18,2
2021-10-18,1
2021-10-19,1
2021-10-19,1
2021-10-19,1
2021-10-19,1
2021-10-19,1
2021-10-19,1
2021-10-19,1
2021-10-19,2
2021-10-19,1
2021-10-19,2
2021-10-19,1
2021-10-19,2
2021-10-19,1
2021-10-19,1
2021-10-19,2
2021-10-19,1
2021-10-20,3
2021-10-20,1
2021-10-20,1
2021-10-20,5
2021-10-20,2
2021-10-20,1
2021-10-20,1
2021-10-20,4
2021-10-20,1
2021-10-20,1
2021-10-20,2
2021-10-20,1
2021-10-20,1
2021-10-21,1
2021-10-21,1
2021-10-21,4
2021-10-21,1
2021-10-21,1
2021-10-21,1
2021-10-21,1
2021-10-21,1
2021-10-22,1
2021-10-22,1
2021-10-22,1
2021-10-22,2
2021-10-22,2
2021-10-22,1
2021-10-22,2
2021-10-22,1
2021-10-22,1
2021-10-22,1
2021-10-22,1
2021-10-22,1
2021-10-22,2
2021-10-23,3
2021-10-23,1
2021-10-23,2
2021-10-23,2
2021-10-23,2
2021-10-24,1
2021-10-24,1
2021-10-24,1
2021-10-24,1
2021-10-24,1
2021-10-24,4
2021-10-24,1
2021-10-24,1
2021-10-24,1
2021-10-24,2
2021-10-24,1
2021-10-25,1
2021-10-25,1
2021-10-25,1
2021-10-26,1
2021-10-26,2
2021-10-26,1
2021-10-26,4
2021-10-26,1
2021-10-26,1
2021-10-26,2
2021-10-26,1
2021-10-26,1
2021-10-27,1
2021-10-27,1
2021-10-27,1
2021-10-27,1
2021-10-27,3
2021-10-27,1
2021-10-27,1
2021-10-27,2
2021-10-27,1
2021-10-27,1
2021-10-27,1
2021-10-27,1
2021-10-27,1
2021-10-27,1
2021-10-27,2
2021-10-27,1
2021-10-27,1
2021-10-27,1
2021-10-27,1
2021-10-27,1
2021-10-27,1
2021-10-27,2
2021-10-27,2
2021-10-28,1
2021-10-28,5
2021-10-28,1
2021-10-28,1
2021-10-28,1
2021-10-28,1
2021-10-28,1
2021-10-28,2
2021-10-28,1
2021-10-28,1
2021-10-29,1
2021-10-29,1
2021-10-29,2
2021-10-29,1
2021-10-29,2
2021-10-29,1
2021-10-29,1
2021-10-29,1
2021-10-29,1
2021-10-29,1
2021-10-29,1
2021-10-29,1
2021-10-29,1
2021-10-29,2
2021-10-29,1
2021-10-29,2
2021-10-30,1
2021-10-30,1
2021-10-30,1
2021-10-30,1
2021-10-30,1
2021-10-30,1
2021-10-30,1
2021-10-30,1
2021-10-30,1
2021-10-30,1
2021-10-30,2
2021-10-30,1
2021-10-30,1
2021-10-30,1
2021-10-30,1
2021-10-30,3
2021-10-30,1
2021-10-30,1
2021-10-31,1
2021-10-31,2
2021-10-31,1
2021-10-31,1
2021-10-31,1
2021-10-31,2
2021-10-31,2
2021-10-31,4
2021-10-31,1
2021-10-31,1
2021-10-31,2
2021-10-31,2
2021-10-31,1
2021-10-31,1
2021-10-31,1
2021-11-01,1
2021-11-01,1
2021-11-01,1
2021-11-01,1
2021-11-01,2
2021-11-01,1
2021-11-01,1
2021-11-01,1
2021-11-01,1
2021-11-01,1
2021-11-01,2
2021-11-01,1
2021-11-01,1
2021-11-01,2
2021-11-01,1
2021-11-01,1
2021-11-01,1
2021-11-01,1
2021-11-01,1
2021-11-02,1
2021-11-02,2
2021-11-02,1
2021-11-02,1
2021-11-02,1
2021-11-02,1
2021-11-02,1
2021-11-02,1
2021-11-02,1
2021-11-02,2
2021-11-02,1
2021-11-02,1
2021-11-02,1
2021-11-02,1
2021-11-02,1
2021-11-02,1
2021-11-03,2
2021-11-03,1
2021-11-03,1
2021-11-03,1
2021-11-03,1
2021-11-03,1
2021-11-03,1
2021-11-03,5
2021-11-03,1
2021-11-03,1
2021-11-03,1
2021-11-03,4
2021-11-03,1
2021-11-03,5
2021-11-03,1
2021-11-03,2
2021-11-03,1
2021-11-04,1
2021-11-04,1
2021-11-04,1
2021-11-04,1
2021-11-04,1
2021-11-04,1
2021-11-04,2
2021-11-04,4
2021-11-04,1
2021-11-04,1
2021-11-04,1
2021-11-04,4
2021-11-05,1
2021-11-05,1
2021-11-05,1
2021-11-05,1
2021-11-05,10
2021-11-05,1
2021-11-05,2
2021-11-05,1
2021-11-05,1
2021-11-05,1
2021-11-05,1
2021-11-05,1
2021-11-06,1
2021-11-06,2
2021-11-06,1
2021-11-06,1
2021-11-06,4
2021-11-06,1
2021-11-06,1
